,attribute
3276,ProceedsFromRepaymentsOfShortTermDebt
3277,ProceedsFromRepaymentsOfShortTermDebtMaturingInMoreThanThreeMonths
3278,ProceedsFromRepaymentsOfShortTermDebtMaturingInThreeMonthsOrLess
3279,ProceedsFromRepurchaseOfEquity
3280,ProceedsFromRepurchaseOfRedeemablePreferredStock
3281,ProceedsFromSaleAndCollectionOfFinanceReceivables
3282,ProceedsFromSaleAndCollectionOfLoansHeldforsale
3283,ProceedsFromSaleAndCollectionOfReceivables
3284,ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities
3285,ProceedsFromSaleAndMaturityOfMarketableSecurities
3286,ProceedsFromSaleAndMaturityOfOtherInvestments
3287,ProceedsFromSaleAndMaturityOfTradingSecuritiesHeldforinvestment
3288,ProceedsFromSaleMaturityAndCollectionOfShorttermInvestments
3289,ProceedsFromSaleMaturityAndCollectionsOfInvestments
3290,ProceedsFromSaleOfAvailableForSaleSecurities
3291,ProceedsFromSaleOfAvailableForSaleSecuritiesDebt
3292,ProceedsFromSaleOfAvailableForSaleSecuritiesEquity
3293,ProceedsFromSaleOfBuildings
3294,ProceedsFromSaleOfEquityMethodInvestments
3295,ProceedsFromSaleOfEquitySecuritiesFvNi
3296,ProceedsFromSaleOfFinanceReceivables
3297,ProceedsFromSaleOfForeclosedAssets
3298,ProceedsFromSaleOfIntangibleAssets
3299,ProceedsFromSaleOfInterestInPartnershipUnit
3300,ProceedsFromSaleOfLoansAndLeasesHeldForInvestment
3301,ProceedsFromSaleOfLongtermInvestments
3302,ProceedsFromSaleOfOtherAssets
3303,ProceedsFromSaleOfOtherAssets1
3304,ProceedsFromSaleOfOtherAssetsInvestingActivities
3305,ProceedsFromSaleOfOtherInvestments
3306,ProceedsFromSaleOfOtherProductiveAssets
3307,ProceedsFromSaleOfOtherPropertyPlantAndEquipment
3308,ProceedsFromSaleOfProductiveAssets
3309,ProceedsFromSaleOfPropertyHeldForSale
3310,ProceedsFromSaleOfPropertyPlantAndEquipment
3311,ProceedsFromSaleOfShortTermInvestments
3312,ProceedsFromSaleOfTradingSecuritiesHeldforinvestment
3313,ProceedsFromSaleOfTreasuryStock
3314,ProceedsFromSalesOfAssetsInvestingActivities
3315,ProceedsFromSalesOfBusinessAffiliateAndProductiveAssets
3316,ProceedsFromSecuredLinesOfCredit
3317,ProceedsFromSecuredNotesPayable
3318,ProceedsFromSecuritizationsOfConsumerLoans
3319,ProceedsFromShortTermCapitalLeaseObligations
3320,ProceedsFromShortTermDebt
3321,ProceedsFromShortTermDebtMaturingInMoreThanThreeMonths
3322,ProceedsFromShortTermDebtMaturingInThreeMonthsOrLess
3323,ProceedsFromStockOptionsExercised
3324,ProceedsFromStockPlans
3325,ProceedsFromWarrantExercises
3326,ProductLiabilityAccrualPeriodExpense
3327,ProductLiabilityContingencyRecoveryFromThirdPartyOfEnvironmentalRemediationCost
3328,ProductWarrantyAccrual
3329,ProductWarrantyAccrualAdditionsFromBusinessAcquisition
3330,ProductWarrantyAccrualClassifiedCurrent
3331,ProductWarrantyAccrualCurrencyTranslationIncreaseDecrease
3332,ProductWarrantyAccrualNoncurrent
3333,ProductWarrantyAccrualPayments
3334,ProductWarrantyAccrualPeriodIncreaseDecrease
3335,ProductWarrantyAccrualPreexistingIncreaseDecrease
3336,ProductWarrantyAccrualWarrantiesIssued
3337,ProductWarrantyExpense
3338,ProfessionalAndContractServicesExpense
3339,ProfessionalFees
3340,ProfitLoss
3341,ProjectsThatHaveExploratoryWellCostsThatHaveBeenCapitalizedForPeriodGreaterThanOneYear
3342,PropertyPlantAndEquipmentAdditions
3343,PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAccumulatedDepreciationAndAmortization
3344,PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAfterAccumulatedDepreciationAndAmortization
3345,PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetBeforeAccumulatedDepreciationAndAmortization
3346,PropertyPlantAndEquipmentDisposals
3347,PropertyPlantAndEquipmentFairValueDisclosure
3348,PropertyPlantAndEquipmentGross
3349,PropertyPlantAndEquipmentGrossPeriodIncreaseDecrease
3350,PropertyPlantAndEquipmentNet
3351,PropertyPlantAndEquipmentOther
3352,PropertyPlantAndEquipmentOtherAccumulatedDepreciation
3353,PropertyPlantAndEquipmentOtherNet
3354,PropertyPlantAndEquipmentOwnedAccumulatedDepreciation
3355,PropertyPlantAndEquipmentTransfersAndChanges
3356,PropertyPlantAndEquipmentUsefulLifeMaximum
3357,PropertyPlantAndEquipmentUsefulLifeMinimum
3358,PropertySubjectToOrAvailableForOperatingLeaseAccumulatedDepreciation
3359,PropertySubjectToOrAvailableForOperatingLeaseGross
3360,PropertySubjectToOrAvailableForOperatingLeaseNet
3361,ProvisionForDoubtfulAccounts
3362,ProvisionForLoanAndLeaseLosses
3363,ProvisionForLoanLeaseAndOtherLosses
3364,ProvisionForLoanLossesExpensed
3365,ProvisionForOtherLosses
3366,PurchaseCommitmentRemainingMinimumAmountCommitted
3367,PurchaseObligation
3368,PurchaseObligationDueAfterFifthYear
3369,PurchaseObligationDueInFifthYear
3370,PurchaseObligationDueInFourthAndFifthYear
3371,PurchaseObligationDueInFourthYear
3372,PurchaseObligationDueInNextTwelveMonths
3373,PurchaseObligationDueInSecondAndThirdYear
3374,PurchaseObligationDueInSecondYear
3375,PurchaseObligationDueInThirdYear
3376,PurchaseObligationFutureMinimumPaymentsRemainderOfFiscalYear
3377,PurchaseOptionsLand
3378,QualifiedAffordableHousingProjectInvestmentsCommitment
3379,QualitativeAndQuantitativeInformationAssetsOrLiabilitiesForTransferorsContinuingInvolvementInSecuritizationOrAssetbackedFinancingArrangementPrincipalAmountsOutstanding
3380,QuantifyingMisstatementInCurrentYearFinancialStatementsAmount
3381,RealEstateAcquiredThroughForeclosure
3382,RealEstateHeldforsale
3383,RealizedGainLossOnMarketableSecuritiesCostMethodInvestmentsAndOtherInvestments
3384,RealizedInvestmentGainsLosses
3385,ReceivableFromShareholdersOrAffiliatesForIssuanceOfCapitalStock
3386,ReceivableWithImputedInterestDiscount
3387,ReceivableWithImputedInterestEffectiveYieldInterestRate
3388,ReceivableWithImputedInterestNetAmount
3389,ReceivablesNetCurrent
3390,ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodBeforeTax
3391,ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax
3392,ReclassificationFromAociCurrentPeriodBeforeTaxAttributableToParent
3393,ReclassificationFromAociCurrentPeriodNetOfTaxAttributableToParent
3394,ReclassificationFromAociCurrentPeriodTax
3395,ReclassificationToWellFacilitiesAndEquipmentBasedOnDeterminationOfProvedReserves
3396,ReclassificationsOfTemporaryToPermanentEquity
3397,RecognitionOfDeferredRevenue
3398,RecordedUnconditionalPurchaseObligation
3399,RecordedUnconditionalPurchaseObligationDueAfterFifthYear
3400,RecordedUnconditionalPurchaseObligationDueInFifthYear
3401,RecordedUnconditionalPurchaseObligationDueInFourthYear
3402,RecordedUnconditionalPurchaseObligationDueInRemainderOfFiscalYear
3403,RecordedUnconditionalPurchaseObligationDueInSecondYear
3404,RecordedUnconditionalPurchaseObligationDueInThirdYear
3405,RecordedUnconditionalPurchaseObligationDueWithinOneYear
3406,RedeemableNoncontrollingInterestEquityCarryingAmount
3407,RedeemableNoncontrollingInterestEquityCommonCarryingAmount
3408,RedeemableNoncontrollingInterestEquityFairValue
3409,RegistrationPaymentArrangementMaximumPotentialConsideration
3410,RegulatoryAssets
3411,RegulatoryLiabilities
3412,ReinsuranceReceivablesPaidLossesRecoverable
3413,ReinsuranceRecoverableForUnpaidClaimsAndClaimsAdjustments
3414,ReinsuranceRecoverables
3415,ReinsuranceRecoverablesOnPaidLosses
3416,ReinsuranceRecoverablesOnUnpaidLossesGross
3417,RelatedPartyCosts
3418,RelatedPartyTransactionAmountsOfTransaction
3419,RelatedPartyTransactionDueFromToRelatedParty
3420,RelatedPartyTransactionDueFromToRelatedPartyCurrent
3421,RelatedPartyTransactionDueFromToRelatedPartyNoncurrent
3422,RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty
3423,RelatedPartyTransactionOtherRevenuesFromTransactionsWithRelatedParty
3424,RelatedPartyTransactionPurchasesFromRelatedParty
3425,RelatedPartyTransactionRate
3426,RepaymentsOfAssumedDebt
3427,RepaymentsOfBankDebt
3428,RepaymentsOfCommercialPaper
3429,RepaymentsOfConvertibleDebt
3430,RepaymentsOfDebt
3431,RepaymentsOfDebtAndCapitalLeaseObligations
3432,RepaymentsOfDebtMaturingInMoreThanThreeMonths
3433,RepaymentsOfLinesOfCredit
3434,RepaymentsOfLongTermCapitalLeaseObligations
3435,RepaymentsOfLongTermDebt
3436,RepaymentsOfLongTermDebtAndCapitalSecurities
3437,RepaymentsOfLongTermLinesOfCredit
3438,RepaymentsOfLongtermLoansFromVendors
3439,RepaymentsOfNotesPayable
3440,RepaymentsOfOtherDebt
3441,RepaymentsOfOtherLongTermDebt
3442,RepaymentsOfOtherShortTermDebt
3443,RepaymentsOfRelatedPartyDebt
3444,RepaymentsOfSeniorDebt
3445,RepaymentsOfShortTermDebt
3446,RepaymentsOfShortTermDebtMaturingInMoreThanThreeMonths
3447,ReportingUnitAmountOfFairValueInExcessOfCarryingAmount
3448,ReportingUnitPercentageOfFairValueInExcessOfCarryingAmount
3449,ResearchAndDevelopmentArrangementWithFederalGovernmentCustomerFundingToOffsetCostsIncurred
3450,ResearchAndDevelopmentAssetAcquiredOtherThanThroughBusinessCombinationWrittenOff
3451,ResearchAndDevelopmentExpense
3452,ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost
3453,ResearchAndDevelopmentExpenseSoftwareExcludingAcquiredInProcessCost
3454,ResearchAndDevelopmentInProcess
3455,ResidualValueOfLeasedAsset
3456,RestrictedCash
3457,RestrictedCashAndCashEquivalents
3458,RestrictedCashAndCashEquivalentsAtCarryingValue
3459,RestrictedCashAndCashEquivalentsNoncurrent
3460,RestrictedCashAndInvestmentsCurrent
3461,RestrictedCashAndInvestmentsNoncurrent
3462,RestrictedCashCurrent
3463,RestrictedCashEquivalents
3464,RestrictedCashNoncurrent
3465,RestrictedInvestments
3466,RestrictedInvestmentsCurrent
3467,RestrictedStockExpense
3468,RestructuringAndRelatedCostCostIncurredToDate1
3469,RestructuringAndRelatedCostExpectedCost
3470,RestructuringAndRelatedCostExpectedCost1
3471,RestructuringAndRelatedCostExpectedCostRemaining1
3472,RestructuringAndRelatedCostExpectedNumberOfPositionsEliminated
3473,RestructuringAndRelatedCostIncurredCost
3474,RestructuringAndRelatedCostNumberOfPositionsEliminated
3475,RestructuringAndRelatedCostNumberOfPositionsEliminatedInceptionToDate
3476,RestructuringAndRelatedCostNumberOfPositionsEliminatedInceptionToDatePercent
3477,RestructuringAndRelatedCostNumberOfPositionsEliminatedPeriodPercent
3478,RestructuringCharges
3479,RestructuringCosts
3480,RestructuringCostsAndAssetImpairmentCharges
3481,RestructuringReserve
3482,RestructuringReserveAccrualAdjustment
3483,RestructuringReserveAccrualAdjustment1
3484,RestructuringReserveCurrent
3485,RestructuringReserveNoncurrent
3486,RestructuringReservePeriodExpense
3487,RestructuringReservePeriodIncreaseDecrease
3488,RestructuringReserveSettledWithCash
3489,RestructuringReserveSettledWithoutCash
3490,RestructuringReserveSettledWithoutCash1
3491,RestructuringReserveSettledWithoutCash2
3492,RestructuringReserveTranslationAdjustment
3493,RestructuringReserveTranslationAndOtherAdjustment
3494,RestructuringSettlementAndImpairmentProvisions
3495,ResultsOfOperationsDryHoleCosts
3496,ResultsOfOperationsIncomeBeforeIncomeTaxes
3497,RetainedEarningsAccumulatedDeficit
3498,RetainedEarningsAppropriated
3499,RetainedEarningsCumulativeEffectOfChangeInAccountingPrincipleNetOfTax
3500,RetainedEarningsUndistributedEarningsFromEquityMethodInvestees
3501,RetainedInterestFairValueDisclosure
3502,RetentionPayable
3503,RetentionPayableDueFiveYearsOrMore
3504,RetentionPayableDueOneYearOrLess
3505,RevenueFromAdministrativeServices
3506,RevenueFromContractWithCustomerExcludingAssessedTax
3507,RevenueFromContractWithCustomerIncludingAssessedTax
3508,RevenueFromEnrollmentAndRegistrationFeesExcludingHospitalityEnterprises
3509,RevenueFromRelatedParties
3510,RevenueNotFromContractWithCustomer
3511,RevenueRecognitionGiftCardsBreakage
3512,RevenueRecognitionSalesReturnsReserveForSalesReturns
3513,RevenueRemainingPerformanceObligation
3514,RevenueRemainingPerformanceObligationPercentage
3515,Revenues
3516,RevenuesFromExternalCustomers
3517,RevenuesFromTransactionsWithOtherOperatingSegmentsOfSameEntity
3518,RevenuesNetOfInterestExpense
3519,RightOfUseAssetObtainedInExchangeForFinanceLeaseLiability
3520,RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability
3521,RoyaltyExpense
3522,RoyaltyRevenue
3523,SalariesWagesAndOfficersCompensation
3524,SaleAndLeasebackTransactionGainLossNet
3525,SaleLeasebackTransactionAmountDueUnderFinancingArrangement
3526,SaleLeasebackTransactionAnnualRentalPayments
3527,SaleLeasebackTransactionDeferredGainNet
3528,SaleLeasebackTransactionGrossProceeds
3529,SaleLeasebackTransactionGrossProceedsFinancingActivities
3530,SaleLeasebackTransactionHistoricalCost
3531,SaleLeasebackTransactionImputedInterestRate
3532,SaleLeasebackTransactionNetBookValue
3533,SaleLeasebackTransactionNetProceeds
3534,SaleLeasebackTransactionNetProceedsFinancingActivities
3535,SaleOfStockPercentageOfOwnershipAfterTransaction
3536,SaleOfStockPricePerShare
3537,SalesAllowancesGoods
3538,SalesAllowancesPriceProtection
3539,SalesAndExciseTaxPayableCurrent
3540,SalesDiscountsGoods
3541,SalesReturnsAndAllowancesGoods
3542,SalesReturnsGoods
3543,SalesRevenueEnergyServices
3544,SalesRevenueGoodsNet
3545,SalesRevenueNet
3546,SalesRevenueServicesGross
3547,SalesRevenueServicesNet
3548,SalesTypeAndDirectFinancingLeasesInterestIncome
3549,SalesTypeAndDirectFinancingLeasesLeaseReceivable
3550,SalesTypeAndDirectFinancingLeasesLeaseReceivableLeasePaymentsToBeReceivedRollingYearFive
3551,SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceived
3552,SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceivedFiveYears
3553,SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceivedFourYears
3554,SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceivedNextTwelveMonths
3555,SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceivedRemainderOfFiscalYear
3556,SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceivedThereafter
3557,SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceivedThreeYears
3558,SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceivedTwoYears
3559,SalesTypeAndDirectFinancingLeasesLeaseReceivableUndiscountedExcessAmount
3560,SalesTypeLeaseInterestIncome
3561,SalesTypeLeaseLeaseReceivable
3562,SalesTypeLeaseNetInvestmentInLease
3563,SalesTypeLeaseNetInvestmentInLeaseAfterAllowanceForCreditLoss
3564,SalesTypeLeaseNetInvestmentInLeaseAfterAllowanceForCreditLossCurrent
3565,SalesTypeLeaseNetInvestmentInLeaseAfterAllowanceForCreditLossNoncurrent
3566,SalesTypeLeaseNetInvestmentInLeaseAllowanceForCreditLoss
3567,SalesTypeLeaseRevenue
3568,SalesTypeLeaseSellingProfitLoss
3569,SecuredBorrowingsGrossDifferenceAmount
3570,SecuredBorrowingsGrossIncludingNotSubjectToMasterNettingArrangement
3571,SecuredDebtDollarRolls
3572,SecuredLongTermDebt
3573,SecuritiesBorrowed
3574,SecuritiesBorrowedAmountOffsetAgainstCollateral
3575,SecuritiesBorrowedCollateralObligationToReturnCash
3576,SecuritiesBorrowedCollateralObligationToReturnSecurities
3577,SecuritiesBorrowedFairValueOfCollateral
3578,SecuritiesBorrowedGrossIncludingNotSubjectToMasterNettingArrangement
3579,SecuritiesBorrowedLiability
3580,SecuritiesBorrowedNotSubjectToMasterNettingArrangement
3581,SecuritiesBorrowedNotSubjectToMasterNettingArrangementDeduction
3582,SecuritiesBorrowedOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection
3583,SecuritiesForReverseRepurchaseAgreements
3584,SecuritiesHeldAsCollateralAtFairValue
3585,SecuritiesLoaned
3586,SecuritiesLoanedAmountOffsetAgainstCollateral
3587,SecuritiesLoanedAndSecuritiesSoldUnderAgreementToRepurchaseGrossIncludingNotSubjectToMasterNettingArrangement
3588,SecuritiesLoanedAsset
3589,SecuritiesLoanedCollateralRightToReclaimCash
3590,SecuritiesLoanedCollateralRightToReclaimSecurities
3591,SecuritiesLoanedFairValueOfCollateral
3592,SecuritiesLoanedGross
3593,SecuritiesLoanedGrossIncludingNotSubjectToMasterNettingArrangement
3594,SecuritiesLoanedIncludingNotSubjectToMasterNettingArrangementAndAssetsOtherThanSecuritiesTransferred
3595,SecuritiesLoanedNotOffsetPolicyElectionDeduction
3596,SecuritiesLoanedNotSubjectToMasterNettingArrangementDeduction
3597,SecuritiesLoanedOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection
3598,SecuritiesOwnedNotReadilyMarketable
3599,SecuritiesPurchasedUnderAgreementsToResell
3600,SecuritiesPurchasedUnderAgreementsToResellAmountOffsetAgainstCollateral
3601,SecuritiesPurchasedUnderAgreementsToResellCollateralObligationToReturnCash
3602,SecuritiesPurchasedUnderAgreementsToResellCollateralObligationToReturnSecurities
3603,SecuritiesPurchasedUnderAgreementsToResellFairValueOfCollateral
3604,SecuritiesPurchasedUnderAgreementsToResellGross
3605,SecuritiesPurchasedUnderAgreementsToResellGrossIncludingNotSubjectToMasterNettingArrangement
3606,SecuritiesPurchasedUnderAgreementsToResellLiability
3607,SecuritiesPurchasedUnderAgreementsToResellNotOffsetPolicyElectionDeduction
3608,SecuritiesPurchasedUnderAgreementsToResellNotSubjectToMasterNettingArrangement
3609,SecuritiesPurchasedUnderAgreementsToResellNotSubjectToMasterNettingArrangementDeduction
3610,SecuritiesPurchasedUnderAgreementsToResellOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection
3611,SecuritiesReceivedAsCollateral
3612,SecuritiesReceivedAsCollateralAmountRepledgedAndSold
3613,SecuritiesReserveDepositRequiredAndMade
3614,SecuritiesSegregatedUnderOtherRegulations
3615,SecuritiesSoldUnderAgreementsToRepurchase
3616,SecuritiesSoldUnderAgreementsToRepurchaseAmountOffsetAgainstCollateral
3617,SecuritiesSoldUnderAgreementsToRepurchaseAsset
3618,SecuritiesSoldUnderAgreementsToRepurchaseCollateralRightToReclaimCash
3619,SecuritiesSoldUnderAgreementsToRepurchaseCollateralRightToReclaimSecurities
3620,SecuritiesSoldUnderAgreementsToRepurchaseFairValueOfCollateral
3621,SecuritiesSoldUnderAgreementsToRepurchaseGross
3622,SecuritiesSoldUnderAgreementsToRepurchaseGrossIncludingNotSubjectToMasterNettingArrangement
3623,SecuritiesSoldUnderAgreementsToRepurchaseNotSubjectToMasterNettingArrangement
3624,SecuritiesSoldUnderAgreementsToRepurchaseNotSubjectToMasterNettingArrangementDeduction
3625,SecuritiesSoldUnderAgreementsToRepurchaseOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection
3626,SecuritizationFinancialAssetForWhichTransferIsAccountedAsSaleGainLossOnSale
3627,SecurityDeposit
3628,SecurityOwnedAndPledgedAsCollateralFairValue
3629,SegmentExpenditureAdditionToLongLivedAssets
3630,SegmentReportingAssetReconcilingItemAmount
3631,SegmentReportingEntityConsolidatedAssets
3632,SegmentReportingEntityConsolidatedRevenue
3633,SegmentReportingInformationAmortizationExpense
3634,SegmentReportingInformationAssets
3635,SegmentReportingInformationDepreciationDepletionAndAmortizationExpense
3636,SegmentReportingInformationDepreciationExpense
3637,SegmentReportingInformationExpendituresForAdditionsToLongLivedAssets
3638,SegmentReportingInformationExtraordinaryItems
3639,SegmentReportingInformationGoodwill
3640,SegmentReportingInformationIncomeLossBeforeIncomeTaxes
3641,SegmentReportingInformationIncomeTaxExpenseBenefit
3642,SegmentReportingInformationInterestIncomeExpenseNet
3643,SegmentReportingInformationIntersegmentRevenue
3644,SegmentReportingInformationNoninterestExpense
3645,SegmentReportingInformationNoninterestIncome
3646,SegmentReportingInformationOperatingIncomeLoss
3647,SegmentReportingInformationOtherNoninterestExpense
3648,SegmentReportingInformationProfitLoss
3649,SegmentReportingInformationProvisionForCreditLosses
3650,SegmentReportingInformationRevenue
3651,SegmentReportingInformationRevenueFromExternalCustomers
3652,SegmentReportingReconcilingItemForOperatingProfitLossFromSegmentToConsolidatedAmount
3653,SegmentReportingReconcilingItemsAssets
3654,SegmentReportingReconcilingItemsForOperatingProfitLoss
3655,SegmentReportingReconcilingItemsRevenue
3656,SegmentReportingSegmentAssets
3657,SegmentReportingSegmentOperatingProfitLoss
3658,SegmentReportingSegmentRevenue
3659,SelfInsuranceReserve
3660,SelfInsuranceReserveCurrent
3661,SellingAndMarketingExpense
3662,SellingExpense
3663,SellingGeneralAndAdministrativeExpense
3664,SeniorLongTermNotes
3665,SeniorNotes
3666,SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOf10PercentAdverseChangeInPrepaymentSpeed
3667,SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOf20PercentAdverseChangeInPrepaymentSpeed
3668,SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOfOtherThan10Or20PercentAdverseChangeInDiscountRate
3669,SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOfOtherThan10Or20PercentAdverseChangeInDiscountRatePercent
3670,SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOfOtherThan10Or20PercentAdverseChangeInPrepaymentSpeedPercent
3671,ServicingAsset
3672,ServicingAssetAtAmortizedValue
3673,ServicingAssetAtAmortizedValueAmortization
3674,ServicingAssetAtAmortizedValueFairValue
3675,ServicingAssetAtFairValueAdditions
3676,ServicingAssetAtFairValueAmount
3677,ServicingAssetAtFairValueChangesInFairValueResultingFromChangesInValuationInputs
3678,ServicingAssetAtFairValueChangesInFairValueResultingFromChangesInValuationInputsOrChangesInAssumptions
3679,ServicingAssetAtFairValueDisposals
3680,ServicingAssetAtFairValueOtherChangesInFairValue
3681,ServicingAssetAtFairValueOtherChangesThatAffectBalance
3682,ServicingAssetAtFairValuePeriodIncreaseDecrease
3683,SettlementLiabilitiesCurrent
3684,SeveranceCosts
3685,SeveranceCosts1
3686,ShareBasedCompensation
3687,ShareBasedCompensationArrangementByShareBasedPaymentAwardCompensationCost
3688,ShareBasedCompensationArrangementByShareBasedPaymentAwardDiscountFromMarketPriceOfferingDate
3689,ShareBasedCompensationArrangementByShareBasedPaymentAwardDiscountFromMarketPricePurchaseDate
3690,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriod
3691,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriodIntrinsicValue
3692,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriodWeightedAverageGrantDateFairValue
3693,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeituresWeightedAverageGrantDateFairValue
3694,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod
3695,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodIntrinsicValue
3696,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodWeightedAverageGrantDateFairValue
3697,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedIntrinsicValue
3698,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber
3699,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedWeightedAverageGrantDateFairValue
3700,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsOutstandingWeightedAverageRemainingContractualTerm
3701,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsShareBasedLiabilitiesPaid
3702,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod
3703,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodIntrinsicValue
3704,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodTotalFairValue
3705,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodWeightedAverageGrantDateFairValue
3706,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendPayments
3707,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate
3708,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedTerm
3709,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate
3710,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRateMaximum
3711,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRateMinimum
3712,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate
3713,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMaximum
3714,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMinimum
3715,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsWeightedAverageExpectedDividend
3716,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsWeightedAverageVolatilityRate
3717,ShareBasedCompensationArrangementByShareBasedPaymentAwardMaximumEmployeeSubscriptionRate
3718,ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsExercised
3719,ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsOther
3720,ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsOutstandingNumber
3721,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfAdditionalSharesAuthorized
3722,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized
3723,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant
3724,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableIntrinsicValue
3725,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber
3726,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice
3727,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageRemainingContractualTerm
3728,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriod
3729,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue
